type;traits;random_effect;estimate;STD_ERR_estimate;model_name;data_subset_number;used_seed;trait_combination
ratio;caa;residual;0.26878;0.019646;Het;Sample_4;no_used_seed;CaaCwaCcc_Het
variance;ccc;residual;0.42536;0.017986;Het;Sample_4;no_used_seed;CaaCwaCcc_Het
covariance;ccc+caa;animal;-0.08546;0.021809;Het;Sample_4;no_used_seed;CaaCwaCcc_Het
variance;ccc;herdyear;0.04232;0.006632;Het;Sample_4;no_used_seed;CaaCwaCcc_Het
variance;caa;residual;0.26530;0.017956;Het;Sample_4;no_used_seed;CaaCwaCcc_Het
correlation;cwa+caa;residual;0.61161;0.024595;Het;Sample_4;no_used_seed;CaaCwaCcc_Het
variance;cwa;herdyear;0.02361;0.001530;Het;Sample_4;no_used_seed;CaaCwaCcc_Het
variance;caa;herdyear;0.32976;0.017863;Het;Sample_4;no_used_seed;CaaCwaCcc_Het
covariance;ccc+cwa;animal;0.02692;0.008866;Het;Sample_4;no_used_seed;CaaCwaCcc_Het
heritability;cwa;animal;0.34424;0.020941;Het;Sample_4;no_used_seed;CaaCwaCcc_Het
correlation;ccc+caa;herdyear;0.01546;0.051647;Het;Sample_4;no_used_seed;CaaCwaCcc_Het
correlation;ccc+cwa;residual;---;---;Het;Sample_4;no_used_seed;CaaCwaCcc_Het
covariance;ccc+caa;residual;---;---;Het;Sample_4;no_used_seed;CaaCwaCcc_Het
genetic_correlation;cwa+caa;animal;0.28677;0.040259;;Sample_4;no_used_seed;CaaCwaCcc
correlation;ccc+cwa;residual;---;---;;Sample_4;no_used_seed;CaaCwaCcc
correlation;ccc+caa;herdyear;0.04051;0.051848;;Sample_4;no_used_seed;CaaCwaCcc
variance;ccc;animal;0.57555;0.026930;;Sample_4;no_used_seed;CaaCwaCcc
ratio;ccc;residual;0.38940;0.021282;;Sample_4;no_used_seed;CaaCwaCcc
correlation;ccc+caa;residual;---;---;;Sample_4;no_used_seed;CaaCwaCcc
covariance;ccc+cwa;animal;0.03322;0.008763;;Sample_4;no_used_seed;CaaCwaCcc
correlation;ccc+cwa;herdyear;0.11647;0.061813;;Sample_4;no_used_seed;CaaCwaCcc
genetic_correlation;ccc+cwa;animal;0.22394;0.058182;;Sample_4;no_used_seed;CaaCwaCcc
heritability;caa;animal;0.38353;0.024557;;Sample_4;no_used_seed;CaaCwaCcc
ratio;caa;herdyear;0.34955;0.013649;;Sample_4;no_used_seed;CaaCwaCcc
correlation;cwa+caa;residual;0.61541;0.024807;;Sample_4;no_used_seed;CaaCwaCcc
variance;ccc;residual;0.39484;0.019608;;Sample_4;no_used_seed;CaaCwaCcc
variance;cwa;animal;0.03823;0.002561;;Sample_4;no_used_seed;CaaCwaCcc
covariance;cwa+caa;animal;0.03485;0.005907;;Sample_4;no_used_seed;CaaCwaCcc
covariance;ccc+cwa;residual;---;---;;Sample_4;no_used_seed;CaaCwaCcc
ratio;cwa;residual;0.44456;0.019319;;Sample_4;no_used_seed;CaaCwaCcc
variance;caa;herdyear;0.35221;0.018462;;Sample_4;no_used_seed;CaaCwaCcc
covariance;ccc+caa;herdyear;0.00502;0.006459;;Sample_4;no_used_seed;CaaCwaCcc
ratio;cwa;herdyear;0.22152;0.011967;;Sample_4;no_used_seed;CaaCwaCcc
genetic_correlation;ccc+caa;animal;-0.19287;0.044274;;Sample_4;no_used_seed;CaaCwaCcc
covariance;cwa+caa;herdyear;0.06551;0.004533;;Sample_4;no_used_seed;CaaCwaCcc
variance;ccc;herdyear;0.04359;0.006782;;Sample_4;no_used_seed;CaaCwaCcc
covariance;cwa+caa;residual;0.07200;0.004554;;Sample_4;no_used_seed;CaaCwaCcc
ratio;ccc;herdyear;0.04299;0.006570;;Sample_4;no_used_seed;CaaCwaCcc
variance;caa;animal;0.38644;0.025805;;Sample_4;no_used_seed;CaaCwaCcc
covariance;ccc+caa;residual;---;---;;Sample_4;no_used_seed;CaaCwaCcc
variance;cwa;herdyear;0.02536;0.001598;;Sample_4;no_used_seed;CaaCwaCcc
heritability;cwa;animal;0.33392;0.020973;;Sample_4;no_used_seed;CaaCwaCcc
covariance;ccc+cwa;herdyear;0.00387;0.002049;;Sample_4;no_used_seed;CaaCwaCcc
variance;caa;residual;0.26895;0.017738;;Sample_4;no_used_seed;CaaCwaCcc
correlation;cwa+caa;herdyear;0.69312;0.024219;;Sample_4;no_used_seed;CaaCwaCcc
covariance;ccc+caa;animal;-0.09096;0.019898;;Sample_4;no_used_seed;CaaCwaCcc
ratio;caa;residual;0.26692;0.018972;;Sample_4;no_used_seed;CaaCwaCcc
variance;cwa;residual;0.05089;0.001952;;Sample_4;no_used_seed;CaaCwaCcc
heritability;ccc;animal;0.56762;0.021860;;Sample_4;no_used_seed;CaaCwaCcc
covariance;cwc+caa;herdyear;0.00481;0.000831;Het;Sample_4;no_used_seed;CaaCwcCca_Het
correlation;cwc+caa;herdyear;0.17005;0.027825;Het;Sample_4;no_used_seed;CaaCwcCca_Het
heritability;cca;animal;0.65572;0.026283;Het;Sample_4;no_used_seed;CaaCwcCca_Het
correlation;cca+cwc;herdyear;0.00097;0.041822;Het;Sample_4;no_used_seed;CaaCwcCca_Het
correlation;cca+caa;herdyear;-0.03988;0.055081;Het;Sample_4;no_used_seed;CaaCwcCca_Het
covariance;cwc+caa;animal;-0.01081;0.003309;Het;Sample_4;no_used_seed;CaaCwcCca_Het
ratio;cca;residual;0.28715;0.024478;Het;Sample_4;no_used_seed;CaaCwcCca_Het
covariance;cca+cwc;animal;0.01818;0.002880;Het;Sample_4;no_used_seed;CaaCwcCca_Het
ratio;cca;herdyear;0.05713;0.007474;Het;Sample_4;no_used_seed;CaaCwcCca_Het
variance;cwc;residual;0.01151;0.000312;Het;Sample_4;no_used_seed;CaaCwcCca_Het
ratio;caa;herdyear;0.33543;0.012518;Het;Sample_4;no_used_seed;CaaCwcCca_Het
variance;cca;animal;0.54151;0.026729;Het;Sample_4;no_used_seed;CaaCwcCca_Het
covariance;cca+caa;residual;0.04968;0.012378;Het;Sample_4;no_used_seed;CaaCwcCca_Het
correlation;cwc+caa;residual;---;---;Het;Sample_4;no_used_seed;CaaCwcCca_Het
variance;cca;herdyear;0.04718;0.006275;Het;Sample_4;no_used_seed;CaaCwcCca_Het
ratio;caa;residual;0.27559;0.011202;Het;Sample_4;no_used_seed;CaaCwcCca_Het
covariance;cca+cwc;herdyear;0.00001;0.000447;Het;Sample_4;no_used_seed;CaaCwcCca_Het
variance;caa;herdyear;0.33043;0.017127;Het;Sample_4;no_used_seed;CaaCwcCca_Het
genetic_correlation;cca+cwc;animal;0.40028;0.072814;Het;Sample_4;no_used_seed;CaaCwcCca_Het
variance;caa;animal;0.38317;0.013300;Het;Sample_4;no_used_seed;CaaCwcCca_Het
covariance;cwc+caa;residual;---;---;Het;Sample_4;no_used_seed;CaaCwcCca_Het
heritability;caa;animal;0.38898;0.012723;Het;Sample_4;no_used_seed;CaaCwcCca_Het
correlation;cca+cwc;residual;---;---;Het;Sample_4;no_used_seed;CaaCwcCca_Het
correlation;cca+caa;residual;0.19579;0.051902;Het;Sample_4;no_used_seed;CaaCwcCca_Het
heritability;cwc;animal;0.21476;0.016052;Het;Sample_4;no_used_seed;CaaCwcCca_Het
variance;cwc;animal;0.00381;0.000286;Het;Sample_4;no_used_seed;CaaCwcCca_Het
covariance;cca+caa;animal;-0.08964;0.018016;Het;Sample_4;no_used_seed;CaaCwcCca_Het
variance;cca;residual;0.23714;0.018462;Het;Sample_4;no_used_seed;CaaCwcCca_Het
genetic_correlation;cwc+caa;animal;-0.28290;0.086457;Het;Sample_4;no_used_seed;CaaCwcCca_Het
ratio;cwc;herdyear;0.13631;0.009572;Het;Sample_4;no_used_seed;CaaCwcCca_Het
covariance;cca+cwc;residual;---;---;Het;Sample_4;no_used_seed;CaaCwcCca_Het
variance;cwc;herdyear;0.00242;0.000186;Het;Sample_4;no_used_seed;CaaCwcCca_Het
genetic_correlation;cca+caa;animal;-0.19680;0.036901;Het;Sample_4;no_used_seed;CaaCwcCca_Het
ratio;cwc;residual;0.64893;0.016225;Het;Sample_4;no_used_seed;CaaCwcCca_Het
variance;caa;residual;0.27148;0.009568;Het;Sample_4;no_used_seed;CaaCwcCca_Het
covariance;cca+caa;herdyear;-0.00498;0.006894;Het;Sample_4;no_used_seed;CaaCwcCca_Het
variance;cca;animal;0.57688;0.028247;;Sample_4;no_used_seed;CaaCwcCca
variance;caa;residual;0.27609;0.012527;;Sample_4;no_used_seed;CaaCwcCca
variance;cca;residual;0.21795;0.019389;;Sample_4;no_used_seed;CaaCwcCca
correlation;cca+caa;residual;0.23145;0.057654;;Sample_4;no_used_seed;CaaCwcCca
variance;caa;animal;0.37632;0.017158;;Sample_4;no_used_seed;CaaCwcCca
genetic_correlation;cwc+caa;animal;-0.27032;0.088765;;Sample_4;no_used_seed;CaaCwcCca
ratio;caa;herdyear;0.35105;0.012781;;Sample_4;no_used_seed;CaaCwcCca
covariance;cca+cwc;animal;0.01816;0.002808;;Sample_4;no_used_seed;CaaCwcCca
correlation;cwc+caa;residual;---;---;;Sample_4;no_used_seed;CaaCwcCca
genetic_correlation;cca+cwc;animal;0.38792;0.068136;;Sample_4;no_used_seed;CaaCwcCca
genetic_correlation;cca+caa;animal;-0.22160;0.038020;;Sample_4;no_used_seed;CaaCwcCca
covariance;cca+cwc;residual;---;---;;Sample_4;no_used_seed;CaaCwcCca
ratio;cca;residual;0.25715;0.024863;;Sample_4;no_used_seed;CaaCwcCca
correlation;cca+cwc;herdyear;0.00184;0.026465;;Sample_4;no_used_seed;CaaCwcCca
variance;cwc;residual;0.01150;0.000312;;Sample_4;no_used_seed;CaaCwcCca
covariance;cwc+caa;herdyear;0.00490;0.000799;;Sample_4;no_used_seed;CaaCwcCca
covariance;cwc+caa;animal;-0.01022;0.003357;;Sample_4;no_used_seed;CaaCwcCca
covariance;cca+caa;herdyear;0.00431;0.006820;;Sample_4;no_used_seed;CaaCwcCca
ratio;cwc;herdyear;0.13707;0.009816;;Sample_4;no_used_seed;CaaCwcCca
heritability;caa;animal;0.37433;0.016392;;Sample_4;no_used_seed;CaaCwcCca
variance;cwc;animal;0.00380;0.000306;;Sample_4;no_used_seed;CaaCwcCca
covariance;cca+caa;residual;0.05677;0.013024;;Sample_4;no_used_seed;CaaCwcCca
ratio;cwc;residual;0.64858;0.017282;;Sample_4;no_used_seed;CaaCwcCca
covariance;cwc+caa;residual;---;---;;Sample_4;no_used_seed;CaaCwcCca
covariance;cca+caa;animal;-0.10325;0.019206;;Sample_4;no_used_seed;CaaCwcCca
variance;cwc;herdyear;0.00243;0.000191;;Sample_4;no_used_seed;CaaCwcCca
correlation;cca+cwc;residual;---;---;;Sample_4;no_used_seed;CaaCwcCca
ratio;cca;herdyear;0.06220;0.007785;;Sample_4;no_used_seed;CaaCwcCca
covariance;cca+cwc;herdyear;0.00002;0.000300;;Sample_4;no_used_seed;CaaCwcCca
heritability;cca;animal;0.68064;0.026840;;Sample_4;no_used_seed;CaaCwcCca
correlation;cwc+caa;herdyear;0.16739;0.025356;;Sample_4;no_used_seed;CaaCwcCca
ratio;caa;residual;0.27463;0.013809;;Sample_4;no_used_seed;CaaCwcCca
correlation;cca+caa;herdyear;0.03158;0.049992;;Sample_4;no_used_seed;CaaCwcCca
variance;cca;herdyear;0.05272;0.006701;;Sample_4;no_used_seed;CaaCwcCca
variance;caa;herdyear;0.35291;0.017826;;Sample_4;no_used_seed;CaaCwcCca
heritability;cwc;animal;0.21434;0.016897;;Sample_4;no_used_seed;CaaCwcCca
correlation;ccc+caa;herdyear;0.00527;0.035686;Het;Sample_4;no_used_seed;CaaCwcCcc_Het
covariance;ccc+caa;herdyear;0.00064;0.004302;Het;Sample_4;no_used_seed;CaaCwcCcc_Het
genetic_correlation;ccc+caa;animal;-0.20239;0.033488;Het;Sample_4;no_used_seed;CaaCwcCcc_Het
correlation;ccc+cwc;residual;0.50771;0.021039;Het;Sample_4;no_used_seed;CaaCwcCcc_Het
heritability;caa;animal;0.38571;0.015940;Het;Sample_4;no_used_seed;CaaCwcCcc_Het
covariance;ccc+caa;animal;-0.09091;0.015038;Het;Sample_4;no_used_seed;CaaCwcCcc_Het
covariance;ccc+caa;residual;---;---;Het;Sample_4;no_used_seed;CaaCwcCcc_Het
heritability;ccc;animal;0.53422;0.030041;Het;Sample_4;no_used_seed;CaaCwcCcc_Het
heritability;cwc;animal;0.21974;0.021098;Het;Sample_4;no_used_seed;CaaCwcCcc_Het
correlation;cwc+caa;residual;---;---;Het;Sample_4;no_used_seed;CaaCwcCcc_Het
correlation;cwc+caa;herdyear;0.16611;0.033717;Het;Sample_4;no_used_seed;CaaCwcCcc_Het
covariance;cwc+caa;herdyear;0.00467;0.000974;Het;Sample_4;no_used_seed;CaaCwcCcc_Het
genetic_correlation;cwc+caa;animal;-0.30227;0.083547;Het;Sample_4;no_used_seed;CaaCwcCcc_Het
covariance;cwc+caa;residual;---;---;Het;Sample_4;no_used_seed;CaaCwcCcc_Het
covariance;cwc+caa;animal;-0.01163;0.003202;Het;Sample_4;no_used_seed;CaaCwcCcc_Het
covariance;ccc+cwc;herdyear;0.00563;0.000776;Het;Sample_4;no_used_seed;CaaCwcCcc_Het
ratio;caa;herdyear;0.33573;0.012859;Het;Sample_4;no_used_seed;CaaCwcCcc_Het
variance;caa;herdyear;0.33037;0.017542;Het;Sample_4;no_used_seed;CaaCwcCcc_Het
ratio;ccc;residual;0.42151;0.028635;Het;Sample_4;no_used_seed;CaaCwcCcc_Het
ratio;cwc;residual;0.64553;0.019852;Het;Sample_4;no_used_seed;CaaCwcCcc_Het
ratio;caa;residual;0.27856;0.014136;Het;Sample_4;no_used_seed;CaaCwcCcc_Het
covariance;ccc+cwc;residual;0.03519;0.002143;Het;Sample_4;no_used_seed;CaaCwcCcc_Het
covariance;ccc+cwc;animal;0.02435;0.002715;Het;Sample_4;no_used_seed;CaaCwcCcc_Het
variance;ccc;residual;0.41946;0.025723;Het;Sample_4;no_used_seed;CaaCwcCcc_Het
variance;ccc;animal;0.53162;0.034795;Het;Sample_4;no_used_seed;CaaCwcCcc_Het
variance;cwc;animal;0.00390;0.000387;Het;Sample_4;no_used_seed;CaaCwcCcc_Het
variance;caa;animal;0.37955;0.016631;Het;Sample_4;no_used_seed;CaaCwcCcc_Het
variance;cwc;residual;0.01145;0.000353;Het;Sample_4;no_used_seed;CaaCwcCcc_Het
variance;caa;residual;0.27411;0.012249;Het;Sample_4;no_used_seed;CaaCwcCcc_Het
ratio;ccc;herdyear;0.04427;0.006298;Het;Sample_4;no_used_seed;CaaCwcCcc_Het
ratio;cwc;herdyear;0.13473;0.008815;Het;Sample_4;no_used_seed;CaaCwcCcc_Het
variance;cwc;herdyear;0.00239;0.000168;Het;Sample_4;no_used_seed;CaaCwcCcc_Het
variance;ccc;herdyear;0.04406;0.006232;Het;Sample_4;no_used_seed;CaaCwcCcc_Het
correlation;ccc+caa;residual;---;---;Het;Sample_4;no_used_seed;CaaCwcCcc_Het
genetic_correlation;ccc+cwc;animal;0.53499;0.042414;Het;Sample_4;no_used_seed;CaaCwcCcc_Het
correlation;ccc+cwc;herdyear;0.54830;0.047388;Het;Sample_4;no_used_seed;CaaCwcCcc_Het
variance;cwc;residual;0.01144;0.000370;;Sample_4;no_used_seed;CaaCwcCcc
covariance;ccc+caa;animal;-0.09403;0.014963;;Sample_4;no_used_seed;CaaCwcCcc
variance;ccc;herdyear;0.04553;0.006592;;Sample_4;no_used_seed;CaaCwcCcc
covariance;cwc+caa;animal;-0.01075;0.003356;;Sample_4;no_used_seed;CaaCwcCcc
variance;cwc;animal;0.00391;0.000415;;Sample_4;no_used_seed;CaaCwcCcc
covariance;cwc+caa;herdyear;0.00465;0.000813;;Sample_4;no_used_seed;CaaCwcCcc
covariance;ccc+caa;herdyear;0.00362;0.003057;;Sample_4;no_used_seed;CaaCwcCcc
covariance;cwc+caa;residual;---;---;;Sample_4;no_used_seed;CaaCwcCcc
heritability;cwc;animal;0.22018;0.022626;;Sample_4;no_used_seed;CaaCwcCcc
ratio;ccc;residual;0.38301;0.029178;;Sample_4;no_used_seed;CaaCwcCcc
genetic_correlation;ccc+caa;animal;-0.20212;0.031375;;Sample_4;no_used_seed;CaaCwcCcc
ratio;cwc;herdyear;0.13527;0.008871;;Sample_4;no_used_seed;CaaCwcCcc
correlation;cwc+caa;residual;---;---;;Sample_4;no_used_seed;CaaCwcCcc
correlation;ccc+caa;herdyear;0.02850;0.024051;;Sample_4;no_used_seed;CaaCwcCcc
correlation;ccc+caa;residual;---;---;;Sample_4;no_used_seed;CaaCwcCcc
ratio;cwc;residual;0.64455;0.021141;;Sample_4;no_used_seed;CaaCwcCcc
ratio;ccc;herdyear;0.04479;0.006490;;Sample_4;no_used_seed;CaaCwcCcc
covariance;ccc+caa;residual;---;---;;Sample_4;no_used_seed;CaaCwcCcc
variance;ccc;residual;0.38936;0.026797;;Sample_4;no_used_seed;CaaCwcCcc
variance;cwc;herdyear;0.00240;0.000169;;Sample_4;no_used_seed;CaaCwcCcc
genetic_correlation;ccc+cwc;animal;0.52229;0.044403;;Sample_4;no_used_seed;CaaCwcCcc
ratio;caa;herdyear;0.35199;0.012493;;Sample_4;no_used_seed;CaaCwcCcc
variance;ccc;animal;0.58169;0.036655;;Sample_4;no_used_seed;CaaCwcCcc
genetic_correlation;cwc+caa;animal;-0.28192;0.087850;;Sample_4;no_used_seed;CaaCwcCcc
heritability;ccc;animal;0.57221;0.030449;;Sample_4;no_used_seed;CaaCwcCcc
variance;caa;residual;0.27894;0.011827;;Sample_4;no_used_seed;CaaCwcCcc
correlation;ccc+cwc;residual;0.52338;0.024102;;Sample_4;no_used_seed;CaaCwcCcc
covariance;ccc+cwc;residual;0.03492;0.002398;;Sample_4;no_used_seed;CaaCwcCcc
covariance;ccc+cwc;herdyear;0.00563;0.000790;;Sample_4;no_used_seed;CaaCwcCcc
correlation;ccc+cwc;herdyear;0.53874;0.049949;;Sample_4;no_used_seed;CaaCwcCcc
covariance;ccc+cwc;animal;0.02490;0.003109;;Sample_4;no_used_seed;CaaCwcCcc
correlation;cwc+caa;herdyear;0.15947;0.026298;;Sample_4;no_used_seed;CaaCwcCcc
heritability;caa;animal;0.37036;0.015081;;Sample_4;no_used_seed;CaaCwcCcc
variance;caa;herdyear;0.35362;0.017849;;Sample_4;no_used_seed;CaaCwcCcc
variance;caa;animal;0.37207;0.016135;;Sample_4;no_used_seed;CaaCwcCcc
ratio;caa;residual;0.27765;0.013527;;Sample_4;no_used_seed;CaaCwcCcc
variance;cfc;herdyear;0.03841;0.003876;Het;Sample_4;no_used_seed;CaaCfaCfc_Het
variance;caa;residual;0.26850;0.016605;Het;Sample_4;no_used_seed;CaaCfaCfc_Het
heritability;cfc;animal;0.21881;0.02398;Het;Sample_4;no_used_seed;CaaCfaCfc_Het
correlation;cfc+caa;herdyear;-0.00863;0.029294;Het;Sample_4;no_used_seed;CaaCfaCfc_Het
covariance;cfc+cfa;residual;---;---;Het;Sample_4;no_used_seed;CaaCfaCfc_Het
ratio;cfc;residual;0.68328;0.022330;Het;Sample_4;no_used_seed;CaaCfaCfc_Het
correlation;cfa+caa;herdyear;-0.30031;0.046106;Het;Sample_4;no_used_seed;CaaCfaCfc_Het
covariance;cfa+caa;animal;-0.02510;0.007148;Het;Sample_4;no_used_seed;CaaCfaCfc_Het
variance;cfa;herdyear;0.03455;0.003111;Het;Sample_4;no_used_seed;CaaCfaCfc_Het
covariance;cfc+caa;animal;0.03361;0.008038;Het;Sample_4;no_used_seed;CaaCfaCfc_Het
genetic_correlation;cfc+cfa;animal;0.66385;0.10372;Het;Sample_4;no_used_seed;CaaCfaCfc_Het
variance;cfc;animal;0.08583;0.009772;Het;Sample_4;no_used_seed;CaaCfaCfc_Het
correlation;cfc+cfa;herdyear;0.15149;0.050073;Het;Sample_4;no_used_seed;CaaCfaCfc_Het
covariance;cfc+cfa;animal;0.06320;0.010801;Het;Sample_4;no_used_seed;CaaCfaCfc_Het
ratio;cfa;residual;0.60493;0.019129;Het;Sample_4;no_used_seed;CaaCfaCfc_Het
covariance;cfa+caa;herdyear;-0.03195;0.005329;Het;Sample_4;no_used_seed;CaaCfaCfc_Het
variance;cfa;animal;0.10561;0.007750;Het;Sample_4;no_used_seed;CaaCfaCfc_Het
covariance;cfc+caa;herdyear;-0.00097;0.003284;Het;Sample_4;no_used_seed;CaaCfaCfc_Het
genetic_correlation;cfa+caa;animal;-0.12399;0.03870;Het;Sample_4;no_used_seed;CaaCfaCfc_Het
covariance;cfc+cfa;herdyear;0.00552;0.001882;Het;Sample_4;no_used_seed;CaaCfaCfc_Het
ratio;cfc;herdyear;0.09791;0.009485;Het;Sample_4;no_used_seed;CaaCfaCfc_Het
correlation;cfa+caa;residual;-0.04497;0.024864;Het;Sample_4;no_used_seed;CaaCfaCfc_Het
correlation;cfc+caa;residual;---;---;Het;Sample_4;no_used_seed;CaaCfaCfc_Het
variance;caa;herdyear;0.32758;0.017689;Het;Sample_4;no_used_seed;CaaCfaCfc_Het
covariance;cfc+caa;residual;---;---;Het;Sample_4;no_used_seed;CaaCfaCfc_Het
variance;cfc;residual;0.26801;0.008366;Het;Sample_4;no_used_seed;CaaCfaCfc_Het
ratio;caa;herdyear;0.33290;0.013644;Het;Sample_4;no_used_seed;CaaCfaCfc_Het
ratio;caa;residual;0.27286;0.018393;Het;Sample_4;no_used_seed;CaaCfaCfc_Het
covariance;cfa+caa;residual;-0.01080;0.005823;Het;Sample_4;no_used_seed;CaaCfaCfc_Het
variance;caa;animal;0.38795;0.023886;Het;Sample_4;no_used_seed;CaaCfaCfc_Het
variance;cfa;residual;0.21462;0.006019;Het;Sample_4;no_used_seed;CaaCfaCfc_Het
heritability;cfa;animal;0.29768;0.01992;Het;Sample_4;no_used_seed;CaaCfaCfc_Het
ratio;cfa;herdyear;0.09739;0.008382;Het;Sample_4;no_used_seed;CaaCfaCfc_Het
heritability;caa;animal;0.39425;0.02309;Het;Sample_4;no_used_seed;CaaCfaCfc_Het
genetic_correlation;cfc+caa;animal;0.18420;0.03897;Het;Sample_4;no_used_seed;CaaCfaCfc_Het
correlation;cfc+cfa;residual;---;---;Het;Sample_4;no_used_seed;CaaCfaCfc_Het
correlation;cfc+caa;residual;---;---;;Sample_4;no_used_seed;CaaCfaCfc
correlation;cfa+caa;herdyear;-0.27543;0.047436;;Sample_4;no_used_seed;CaaCfaCfc
correlation;cfc+cfa;residual;---;---;;Sample_4;no_used_seed;CaaCfaCfc
variance;caa;residual;0.27279;0.017623;;Sample_4;no_used_seed;CaaCfaCfc
covariance;cfc+cfa;animal;0.06776;0.010230;;Sample_4;no_used_seed;CaaCfaCfc
ratio;cfa;herdyear;0.09330;0.008051;;Sample_4;no_used_seed;CaaCfaCfc
ratio;cfc;residual;0.67212;0.020631;;Sample_4;no_used_seed;CaaCfaCfc
ratio;caa;residual;0.27155;0.018988;;Sample_4;no_used_seed;CaaCfaCfc
heritability;cfc;animal;0.23028;0.022143;;Sample_4;no_used_seed;CaaCfaCfc
covariance;cfc+cfa;herdyear;0.00528;0.002167;;Sample_4;no_used_seed;CaaCfaCfc
heritability;caa;animal;0.37958;0.023621;;Sample_4;no_used_seed;CaaCfaCfc
covariance;cfc+caa;herdyear;0.00063;0.003228;;Sample_4;no_used_seed;CaaCfaCfc
variance;cfc;herdyear;0.03855;0.003804;;Sample_4;no_used_seed;CaaCfaCfc
genetic_correlation;cfa+caa;animal;-0.15066;0.034567;;Sample_4;no_used_seed;CaaCfaCfc
variance;cfa;herdyear;0.03362;0.003043;;Sample_4;no_used_seed;CaaCfaCfc
covariance;cfa+caa;herdyear;-0.02990;0.005501;;Sample_4;no_used_seed;CaaCfaCfc
variance;cfa;animal;0.11479;0.007379;;Sample_4;no_used_seed;CaaCfaCfc
variance;cfc;animal;0.09096;0.009090;;Sample_4;no_used_seed;CaaCfaCfc
correlation;cfc+caa;herdyear;0.00544;0.027755;;Sample_4;no_used_seed;CaaCfaCfc
variance;caa;animal;0.38130;0.024585;;Sample_4;no_used_seed;CaaCfaCfc
correlation;cfc+cfa;herdyear;0.14675;0.058545;;Sample_4;no_used_seed;CaaCfaCfc
variance;caa;herdyear;0.35046;0.018994;;Sample_4;no_used_seed;CaaCfaCfc
covariance;cfc+caa;animal;0.02467;0.016560;;Sample_4;no_used_seed;CaaCfaCfc
correlation;cfa+caa;residual;-0.03027;0.023460;;Sample_4;no_used_seed;CaaCfaCfc
genetic_correlation;cfc+caa;animal;0.13246;0.088165;;Sample_4;no_used_seed;CaaCfaCfc
covariance;cfa+caa;animal;-0.03152;0.006505;;Sample_4;no_used_seed;CaaCfaCfc
ratio;cfc;herdyear;0.09760;0.009213;;Sample_4;no_used_seed;CaaCfaCfc
genetic_correlation;cfc+cfa;animal;0.66312;0.094196;;Sample_4;no_used_seed;CaaCfaCfc
ratio;caa;herdyear;0.34887;0.014011;;Sample_4;no_used_seed;CaaCfaCfc
ratio;cfa;residual;0.58814;0.018190;;Sample_4;no_used_seed;CaaCfaCfc
covariance;cfc+cfa;residual;---;---;;Sample_4;no_used_seed;CaaCfaCfc
covariance;cfc+caa;residual;---;---;;Sample_4;no_used_seed;CaaCfaCfc
heritability;cfa;animal;0.31856;0.018864;;Sample_4;no_used_seed;CaaCfaCfc
variance;cfa;residual;0.21193;0.006067;;Sample_4;no_used_seed;CaaCfaCfc
covariance;cfa+caa;residual;-0.00728;0.005555;;Sample_4;no_used_seed;CaaCfaCfc
variance;cfc;residual;0.26548;0.007930;;Sample_4;no_used_seed;CaaCfaCfc
ratio;cac;herdyear;0.26244;0.011218;;Sample_5;no_used_seed;CacCaa
covariance;cac+caa;residual;---;---;;Sample_5;no_used_seed;CacCaa
variance;caa;herdyear;0.47922;0.024612;;Sample_5;no_used_seed;CacCaa
covariance;cac+caa;herdyear;-0.00831;0.002863;;Sample_5;no_used_seed;CacCaa
ratio;cac;residual;0.48978;0.021551;;Sample_5;no_used_seed;CacCaa
variance;caa;residual;0.26239;0.016905;;Sample_5;no_used_seed;CacCaa
heritability;cac;animal;0.24778;0.023520;;Sample_5;no_used_seed;CacCaa
variance;cac;animal;0.01242;0.001205;;Sample_5;no_used_seed;CacCaa
genetic_correlation;cac+caa;animal;0.06732;0.091532;;Sample_5;no_used_seed;CacCaa
covariance;cac+caa;animal;0.00392;0.005276;;Sample_5;no_used_seed;CacCaa
correlation;cac+caa;residual;---;---;;Sample_5;no_used_seed;CacCaa
variance;cac;herdyear;0.01315;0.000680;;Sample_5;no_used_seed;CacCaa
heritability;caa;animal;0.26940;0.023340;;Sample_5;no_used_seed;CacCaa
ratio;caa;residual;0.25850;0.018495;;Sample_5;no_used_seed;CacCaa
variance;cac;residual;0.02454;0.001036;;Sample_5;no_used_seed;CacCaa
correlation;cac+caa;herdyear;-0.10466;0.035875;;Sample_5;no_used_seed;CacCaa
ratio;caa;herdyear;0.47210;0.015235;;Sample_5;no_used_seed;CacCaa
variance;caa;animal;0.27347;0.023799;;Sample_5;no_used_seed;CacCaa
ratio;cac;residual;0.49352;0.024121;;Sample_5;no_used_seed;CacCcc
variance;cac;animal;0.01221;0.001350;;Sample_5;no_used_seed;CacCcc
heritability;cac;animal;0.24397;0.026172;;Sample_5;no_used_seed;CacCcc
covariance;ccc+cac;animal;-0.02601;0.004731;;Sample_5;no_used_seed;CacCcc
variance;ccc;herdyear;0.065471;0.7324E-02;;Sample_5;no_used_seed;CacCcc
correlation;ccc+cac;herdyear;-0.33032;0.050161;;Sample_5;no_used_seed;CacCcc
ratio;ccc;herdyear;0.06688;0.007249;;Sample_5;no_used_seed;CacCcc
variance;cac;residual;0.02470;0.001137;;Sample_5;no_used_seed;CacCcc
